name;father;mother;born_place;birthplace_link;relatives;degrees;educated_at;occupation;born_day;born_month;born_year
Julie Lechanteux;;;Annecy;http://www.wikidata.org/entity/Q50189;;;;miscellaneous persons without work under 60 excluding retirees,politician;22;12;1977
Nathalie Colin-Oesterlé;;;Ollioules;http://www.wikidata.org/entity/Q840237;;;Panthéon-Assas University;professions libérales et assimilés,miscellaneous persons without work under 60 excluding retirees,lawyer,politician;05;05;1965
Thierry Mariani;;;Orange;http://www.wikidata.org/entity/Q187796;;;Q3152348;politician;08;08;1958
Valérie Hayer;;;Mayenne;http://www.wikidata.org/entity/Q12620;;;;politician;06;04;1986
Irène Tolleret;;;Béziers;http://www.wikidata.org/entity/Q174019;;;ESSEC Business School;farmer,politician;17;08;1967
Stéphanie Yon-Courtin;;;Coutances;http://www.wikidata.org/entity/Q202565;;;University of Bristol;lawyer,politician;28;03;1974
Rob Roos;;;Rotterdam;http://www.wikidata.org/entity/Q34370;;;;politician;02;08;1966
Simone Schmiedtbauer;;;Graz;http://www.wikidata.org/entity/Q13298;;;;politician;08;06;1974
Jackie Jones;;;United Kingdom;http://www.wikidata.org/entity/Q145;;;;lawyer,politician;10;02;1966
Barbara Gibson;;;Oklahoma City;http://www.wikidata.org/entity/Q34863;;;;politician;25;08;1962
Maxette Pirbakas;;;Pointe-à-Pitre;http://www.wikidata.org/entity/Q335322;;;;farmer,politician;14;04;1975
Gina Dowding;;;London;http://www.wikidata.org/entity/Q84;;;;activist,politician;15;07;1962
Jane Brophy;;;Manchester;http://www.wikidata.org/entity/Q18125;;;University of Leeds;council member,politician;27;08;1963
John Tennant;;;Newcastle upon Tyne;http://www.wikidata.org/entity/Q1425428;;;;council member,politician;15;12;1986
Lucy Nethsingha;;;Southampton;http://www.wikidata.org/entity/Q79848;;;University of Cambridge;politician;06;02;1973
Heather Anderson;;;Dundee;http://www.wikidata.org/entity/Q123709;;;;farmer,politician;31;01;1959
Shaffaq Mohammed;;;Mirpur;http://www.wikidata.org/entity/Q2579925;;;The Sheffield College,University of Sheffield;politician;21;07;1972
Antony Hook;;;;;;;Dover Grammar School for Boys;politician;10;04;1980
Caroline Voaden;;;Wantage;http://www.wikidata.org/entity/Q953957;;;University of Sheffield;politician;22;11;1968
Ellie Chowns;;;Chertsey;http://www.wikidata.org/entity/Q1070428;;;University of Birmingham;politician;07;03;1975
Luisa Porritt;;;London;http://www.wikidata.org/entity/Q84;;;Sciences Po,Royal Holloway, University of London;politician;23;05;1987
Irina von Wiese;;;Cologne;http://www.wikidata.org/entity/Q365;;;Ludwig Maximilian University of Munich,Harvard University;lawyer,politician;11;09;1967
Scott Ainslie;;;Edinburgh;http://www.wikidata.org/entity/Q23436;;;Edinburgh Napier University;politician;27;12;1968
Alexandra Phillips;;;Liverpool;http://www.wikidata.org/entity/Q24826;;;University of London Institute in Paris;council member,mayor,politician;09;07;1985
Michael Heaver;;;Cambridge;http://www.wikidata.org/entity/Q350;;;Coleridge Community College,University of East Anglia;politician;22;09;1989
Sheila Ritchie;;;Perth;http://www.wikidata.org/entity/Q203000;;;University of Aberdeen;politician;18;05;1957
James Glancy;;;Redhill;http://www.wikidata.org/entity/Q1851095;;;St Anne's College;politician;25;08;1982
Christina Jordan;;;Johor Bahru;http://www.wikidata.org/entity/Q231318;;;;politician;19;06;1962
Henrik Eyser Overgaard Nielsen;Poul Overgaard Nielsen;;Frederiksberg;http://www.wikidata.org/entity/Q30096;Poul Overgaard Nielsen;;University of Copenhagen;dentist,politician;02;08;1959
Ben Habib;;;Karachi;http://www.wikidata.org/entity/Q8660;;;Rugby School,Robinson College;politician;07;06;1965
Lance Forman;;;London;http://www.wikidata.org/entity/Q84;;;Haberdashers' Aske's Boys' School,Trinity College;politician;13;10;1962
Matthew Patten;;;Bishop's Stortford;http://www.wikidata.org/entity/Q19797;;;;businessperson,politician;21;05;1962
Robert Rowland;;;Bowdon;http://www.wikidata.org/entity/Q4950774;;;Newcastle University;manager,politician;28;02;1966
Belinda de Lucy;;;Sheffield;http://www.wikidata.org/entity/Q42448;;;;politician;15;10;1976
Andrew England Kerr;;;Birmingham;http://www.wikidata.org/entity/Q2256;;;;solicitor,politician;23;09;1958
Louis Stedman-Bryce;;;Kent;http://www.wikidata.org/entity/Q23298;;;University of Leeds;politician;01;12;1974
Lucy Harris;;;Ipswich;http://www.wikidata.org/entity/Q184775;;;University College London,Farlingaye High School;politician;19;10;1990
Jake Pugh;;;Pembury;http://www.wikidata.org/entity/Q1918003;;;Durham University,Rugby School;politician;20;10;1960
June Mummery;;;;;;;;politician;01;01;1964
James Wells;;;;;;;University of Liverpool;politician;01;01;1970
Mazaly Aguilar;;;Cuenca;http://www.wikidata.org/entity/Q15098;;;Complutense University of Madrid,National University of Distance Education;communicator,politician;01;01;1949
Margarita de la Pisa Carrión;;;Madrid;http://www.wikidata.org/entity/Q2807;;;Complutense University of Madrid,International University of La Rioja;doctor,politician;19;09;1975
Marie-Pierre Vedrenne;;;Limoges;http://www.wikidata.org/entity/Q45656;;;University of Rennes 1,University of Limoges;lawyer,politician;13;12;1982
Evin Incir;;;Diyarbakır;http://www.wikidata.org/entity/Q83387;;;;politician;15;06;1984
Johan Danielsson;;;Q57393093;http://www.wikidata.org/entity/Q57393093;;;Linköping University;politician;30;06;1982
Jessica Stegrud;;;Bromma parish;http://www.wikidata.org/entity/Q4973721;;;University of Gävle,Karlstad University,University of Angers;researcher,politician;27;09;1970
Jérémy Decerle;Daniel Decerle;;Saint-Rémy;http://www.wikidata.org/entity/Q1624645;Daniel Decerle;;;trade unionist,farmer,politician;01;07;1984
Maria Walsh;;;Boston;http://www.wikidata.org/entity/Q100;;;Griffith College Dublin;businessperson,politician;11;06;1987
Michael Bloss;;;Stuttgart;http://www.wikidata.org/entity/Q1022;;;;politician;06;11;1986
Catherine Griset;;;Boulogne-sur-Mer;http://www.wikidata.org/entity/Q81997;;;;lawyer,politician;20;08;1972
Annika Bruna;;;Versailles;http://www.wikidata.org/entity/Q621;;;;anciens cadres,cadres de la fonction publique,politician;26;11;1956
Stelios Kympouropoulos;;;Athens;http://www.wikidata.org/entity/Q1524;;;National and Kapodistrian University of Athens;doctor,politician;09;09;1985
Niklas Nienaß;;;Marl;http://www.wikidata.org/entity/Q3813;;;Rhein-Maas-Gymnasium,University of Rostock,Domsingschule Aachen;politician;14;04;1992
Alexandra Geese;;;Bonn;http://www.wikidata.org/entity/Q586;;;;translator,politician;01;07;1968
Gwendoline Delbos-Corfield;;;Solihull;http://www.wikidata.org/entity/Q397343;;;Grenoble Institute of Political Studies;politician;08;03;1977
Katrin Langensiepen;;;Langenhagen;http://www.wikidata.org/entity/Q4158;;;;politician;10;10;1979
Chrisoula Zacharopoulou;;;Sparta;http://www.wikidata.org/entity/Q2308046;;;Sapienza University of Rome;researcher,politician;07;05;1976
Bert-Jan Ruissen;;;Kruiningen;http://www.wikidata.org/entity/Q1025055;;;Wageningen University & Research;researcher,media,politician;22;03;1972
Ondřej Knotek;;;Sušice;http://www.wikidata.org/entity/Q1000056;;;University of Chemistry and Technology;manager,politician;31;08;1984
Isabel Wiseler-Santos Lima;;;Lisbon;http://www.wikidata.org/entity/Q597;;;Sorbonne Nouvelle-Paris 3;teacher,politician;29;12;1961
Isabel Wiseler-Santos Lima;;;Odivelas;http://www.wikidata.org/entity/Q850837;;;Sorbonne Nouvelle-Paris 3;teacher,politician;29;12;1961
Nora Mebarek;;;Port-Saint-Louis-du-Rhône;http://www.wikidata.org/entity/Q268765;;;;politician;22;07;1972
Laurence Farreng;;;Nîmes;http://www.wikidata.org/entity/Q42807;;;;politician;06;09;1966
Daniel Freund;;;Aachen;http://www.wikidata.org/entity/Q1017;;;Leipzig University,Sciences Po;politician;14;10;1984
Pierrette Herzberger-Fofana;;;Bamako;http://www.wikidata.org/entity/Q3703;;;Trier University,University of Erlangen–Nuremberg;politician;20;03;1949
Sylvia Limmer;;;Bayreuth;http://www.wikidata.org/entity/Q3923;;;;doctor,politician;08;02;1966
Salima Yenbou;;;Aulnay-sous-Bois;http://www.wikidata.org/entity/Q192773;;;;politician;14;03;1971
Caroline Roose;;;Ostend;http://www.wikidata.org/entity/Q12996;;;;politician;10;11;1968
Anna Cavazzini;;;Schlüchtern;http://www.wikidata.org/entity/Q569671;;;Humboldt University of Berlin,Free University Berlin;politician;12;12;1982
Isabella Tovaglieri;;;Busto Arsizio;http://www.wikidata.org/entity/Q1155;;university;University Carlo Cattaneo;politician;25;06;1987
Lena Düpont;;;Dortmund;http://www.wikidata.org/entity/Q1295;;;;politician;30;04;1986
Christian Doleschal;;;Kemnath;http://www.wikidata.org/entity/Q516262;;;;lawyer,politician;27;04;1988
Delara Burkhardt;;;Hamburg;http://www.wikidata.org/entity/Q1055;;;University of Kiel;politician;03;11;1992
Christine Anderson;;;Eschwege;http://www.wikidata.org/entity/Q1468;;;;politician;29;07;1968
Maximilian Krah;;;Räckelwitz;http://www.wikidata.org/entity/Q93285;;;TU Dresden;lawyer,politician;28;01;1977
Asger Christensen;;;Denmark;http://www.wikidata.org/entity/Q35;;;;farmer,politician;08;01;1958
Linea Søgaard-Lidell;;;Aarhus;http://www.wikidata.org/entity/Q25319;;;Danish School of Media and Journalism,Aarhus School of Business,Maastricht University,Esbjerg Statsskole,Aarhus University;consultant,politician;30;03;1987
Niels Fuglsang;;;Copenhagen;http://www.wikidata.org/entity/Q1748;;;University of Copenhagen;politician;29;06;1985
Henrike Hahn;;;Munich;http://www.wikidata.org/entity/Q1726;;;Wayne State University,University of Michigan,Ludwig Maximilian University of Munich,University of Paris;politician;04;09;1970
Kira Marie Peter-Hansen;;;Frederiksberg;http://www.wikidata.org/entity/Q30096;;;University of Copenhagen;politician;23;02;1998
Hannes Heide;;;Bad Ischl;http://www.wikidata.org/entity/Q250984;;;;politician;17;10;1966
Saskia Bricmont;;;Tournai;http://www.wikidata.org/entity/Q173219;;;Institut d'études européennes,Université Libre de Bruxelles,Free University of Brussels;politician;16;03;1985
Adriana Maldonado López;;;Pamplona;http://www.wikidata.org/entity/Q10282;;;Public University of Navarre,Instituto Europeo de Posgrado,Centro de Estudios Financieros,Autonomous University of Madrid,Hogeschool-Universiteit Brussel;politician;09;01;1990
Alicia Homs Ginel;;;Palma;http://www.wikidata.org/entity/Q8826;;;Autonomous University of Barcelona;politician;15;10;1993
Domènec Ruiz Devesa;;;Alicante;http://www.wikidata.org/entity/Q11959;;;Universidad Carlos III de Madrid,Johns Hopkins University,National University of Distance Education;consultant,researcher,lawyer,politician;03;03;1978
Isabel García Muñoz;;;Zaragoza;http://www.wikidata.org/entity/Q10305;;;University of Zaragoza;politician;03;03;1977
Isabel Benjumea;;;Madrid;http://www.wikidata.org/entity/Q2807;;;Comillas Pontifical University;businessperson,politician;05;09;1982
Manu Pineda;;;Málaga;http://www.wikidata.org/entity/Q8851;;;;trade unionist,activist,politician;02;09;1965
Joachim Kuhs;;;Schonach im Schwarzwald;http://www.wikidata.org/entity/Q81817;;;;lawyer,politician;25;06;1956
Ondřej Kovařík;;;Kyjov;http://www.wikidata.org/entity/Q104587;;;École nationale d'administration,Prague University of Economics and Business;chinovnik,politician;21;08;1980
Barbara Thaler;;;;;;;University of Innsbruck;politician;16;02;1982
Łukasz Kohut;;;Katowice;http://www.wikidata.org/entity/Q588;;;University of Silesia in Katowice;photographer,politician;10;09;1982
Engin Eroglu;;;Schwalmstadt;http://www.wikidata.org/entity/Q516599;;;;politician;12;02;1982
Martin Buschmann;;;Hamburg;http://www.wikidata.org/entity/Q1055;;;;politician;17;04;1970
Francisco Guerreiro;;;Santiago do Cacém;http://www.wikidata.org/entity/Q990433;;;Escola Superior de Educação de Coimbra;politician;12;09;1984
Sabrina Pignedoli;;;Castelnovo ne' Monti;http://www.wikidata.org/entity/Q111165;;;University of Modena and Reggio Emilia;media,politician;24;10;1983
Daniela Rondinelli;;;Rome;http://www.wikidata.org/entity/Q220;;;Libera Università Internazionale degli Studi Sociali Guido Carli;politician;19;08;1967
Chiara Maria Gemma;;;Brindisi;http://www.wikidata.org/entity/Q13496;;phd;University of Bari;teacher,didactician,politician;20;09;1968
Antonio Maria Rinaldi;;;Rome;http://www.wikidata.org/entity/Q220;;;Sapienza University of Rome;researcher,politician;27;02;1955
Michal Šimečka;Martin Milan Šimečka;;Bratislava;http://www.wikidata.org/entity/Q1780;Martin Milan Šimečka,Martin Šimečka,Eduard Friš,Soňa Čechová;;Charles University,Nuffield College,St Antony's College;researcher,media,politician;10;05;1984
Vincenzo Sofo;;;Milan;http://www.wikidata.org/entity/Q490;Yann Le Pen;;Università Cattolica del Sacro Cuore;politician;18;12;1986
Markus Buchheit;;;Zweibrücken;http://www.wikidata.org/entity/Q16017;;;;lawyer,politician;11;08;1983
Bernhard Zimniok;;;Schnaittenbach;http://www.wikidata.org/entity/Q506887;;;;politician,businessperson,military personnel;21;06;1953
Samira Rafaela;;;Zoetermeer;http://www.wikidata.org/entity/Q26432;;;Leiden University,Bonhoeffercollege;politician;11;02;1989
Kim van Sparrentak;;;Vlissingen;http://www.wikidata.org/entity/Q10084;;;Wageningen University & Research,University of Amsterdam;politician;16;10;1989
Alex Agius Saliba;;;Pietà;http://www.wikidata.org/entity/Q744070;;;University of Malta;politician;31;01;1988
Loukas Fourlas;;;Limassol Municipality;http://www.wikidata.org/entity/Q28870916;;university;Aristotle University of Thessaloniki;media,politician;21;08;1969
Josianne Cutajar;;;Rabat;http://www.wikidata.org/entity/Q752348;;;University of Malta;politician;27;12;1989
Tsvetelina Penkova;;;Sofia;http://www.wikidata.org/entity/Q472;;;Central European University;politician;19;02;1988
Martin Hojsík;;;Bratislava;http://www.wikidata.org/entity/Q1780;;;Comenius University;politician;20;01;1977
Andrea Caroppo;;;Poggiardo;http://www.wikidata.org/entity/Q52178;;;Università Cattolica del Sacro Cuore;politician;26;06;1979
Paolo Borchia;;;Negrar di Valpolicella;http://www.wikidata.org/entity/Q46941;;;University of Padua;politician;27;05;1980
Ana Collado Jiménez;;;Ávila;http://www.wikidata.org/entity/Q15688;;;;consultant,politician;08;02;1984
Ramona Strugariu;;;Bârlad;http://www.wikidata.org/entity/Q335868;;;Alexandru Ioan Cuza University;politician;06;08;1979
Tom Berendsen;;;Breda;http://www.wikidata.org/entity/Q40844;;;Tilburg University,Katholieke Universiteit Leuven;politician;11;04;1983
Krzysztof Brejza;Ryszard Brejza;;Bydgoszcz;http://www.wikidata.org/entity/Q41252;Ryszard Brejza;phd;University of Warsaw,Q65167632;lawyer,politician;16;05;1983
Marc Botenga;;;City of Brussels;http://www.wikidata.org/entity/Q239;;;IMT School for Advanced Studies Lucca;politician;29;12;1980
Jadwiga Wiśniewska;;;Myszków;http://www.wikidata.org/entity/Q731079;;;Jan Długosz University;politician;02;07;1963
Petar Vitanov;;;Sliven;http://www.wikidata.org/entity/Q178385;;;Sofia University;politician;18;04;1982
Miriam Lexmann;;;Bratislava;http://www.wikidata.org/entity/Q1780;;;Comenius University;politician;02;12;1972
Alessandra Basso;;;Treviso;http://www.wikidata.org/entity/Q5475;;;University of Bologna;politician;14;03;1967
Simona Baldassarre;;;Giurdignano;http://www.wikidata.org/entity/Q52145;;;Università Cattolica del Sacro Cuore;politician;12;11;1970
Annalisa Tardino;;;Licata;http://www.wikidata.org/entity/Q431760;;;University of Palermo;politician;30;04;1979
Stefania Zambelli;;;Salò;http://www.wikidata.org/entity/Q111705;;;;politician;06;04;1971
Lucia Vuolo;;;Pagani;http://www.wikidata.org/entity/Q81263;;;;politician;15;02;1963
Alessandro Panza;;;Domodossola;http://www.wikidata.org/entity/Q23325;;;University of Milan;politician;15;05;1982
Sara Cerdas;;;Funchal;http://www.wikidata.org/entity/Q25444;;;Umeå University,Stockholm University,University of Lisbon;politician,doctor;23;03;1989
Sandra Pereira;;;Alvoco da Serra;http://www.wikidata.org/entity/Q449532;;;University of Lisbon;linguist,politician;18;02;1977
Kyriakos Velopoulos;;;Essen;http://www.wikidata.org/entity/Q2066;;;;media,politician;24;10;1965
Tamás Deutsch;;;Budapest;http://www.wikidata.org/entity/Q1781;László Lazsányi,Lajos Für;;Saint Margaret High School, Budapest,Eötvös Loránd University;lawyer,politician;27;07;1966
Luisa Regimenti;;;Rome;http://www.wikidata.org/entity/Q220;;;University of Milan;politician;05;06;1958
Elena Lizzi;;;San Daniele del Friuli;http://www.wikidata.org/entity/Q53354;;;;politician;30;10;1967
Valentino Grant;;;Rome;http://www.wikidata.org/entity/Q220;;;;politician;21;04;1964
Massimo Casanova;;;Bologna;http://www.wikidata.org/entity/Q1891;;;;businessperson,politician;31;08;1970
Francesca Donato;;;Ancona;http://www.wikidata.org/entity/Q3415;;;University of Modena and Reggio Emilia;politician;25;08;1969
Nicola Procaccini;;Maria Burani Procaccini;Rome;http://www.wikidata.org/entity/Q220;Maria Burani Procaccini;;Sapienza University of Rome;politician;21;01;1976
Dorien Rookmaker;;;Petten;http://www.wikidata.org/entity/Q446232;;;;politician;30;07;1964
Marco Dreosto;;;Spilimbergo;http://www.wikidata.org/entity/Q53197;;;;politician;18;03;1969
Mario Furore;;;Foggia;http://www.wikidata.org/entity/Q13464;;;Libera Università Internazionale degli Studi Sociali Guido Carli;politician;25;12;1988
Liesje Schreinemacher;;;Rotterdam;http://www.wikidata.org/entity/Q34370;;;University of Amsterdam;politician;13;05;1983
Miroslav Radačovský;;;Ľutina;http://www.wikidata.org/entity/Q345098;;;Faculty of Law, Pavel Jozef Šafárik University in Košice;politician;24;09;1953
Salvatore De Meo;;;Fondi;http://www.wikidata.org/entity/Q128084;;;Sapienza University of Rome;businessperson,politician;27;10;1971
Giuseppe Milazzo;;;Palermo;http://www.wikidata.org/entity/Q2656;;;Libera Università Maria SS. Assunta;politician;21;08;1977
Rosanna Conte;;;Portogruaro;http://www.wikidata.org/entity/Q47143;;;University of Bologna;politician;17;04;1968
Pierfrancesco Majorino;;;Milan;http://www.wikidata.org/entity/Q490;;;;writer,politician;14;05;1973
Pietro Fiocchi;;;Milan;http://www.wikidata.org/entity/Q490;;;University of Missouri;politician;22;05;1964
Marco Campomenosi;;;Genoa;http://www.wikidata.org/entity/Q1449;;;University of Genoa;politician;02;09;1975
Lefteris Nikolaou-Alavanos;;;Athens;http://www.wikidata.org/entity/Q1524;;;National and Kapodistrian University of Athens;politician;07;02;1985
Athanasios Konstantinou;;;Athens;http://www.wikidata.org/entity/Q1524;;;;politician,military personnel;18;07;1959
Vera Tax;;;Venlo;http://www.wikidata.org/entity/Q9777;;;;politician;08;02;1972
Marianne Vind;;;Køge;http://www.wikidata.org/entity/Q21184;;;Roskilde University;trade unionist,politician;03;12;1970
Tom Vandendriessche;;;Leuven;http://www.wikidata.org/entity/Q118958;;;Ghent University;politician;27;10;1978
Kostas Arvanitis;;;Athens;http://www.wikidata.org/entity/Q1524;;;;media,politician;09;06;1964
Estrella Durá Ferrandis;;;Puçol;http://www.wikidata.org/entity/Q23028;;;University of Valencia;researcher,doctor,politician;22;09;1963
Matteo Adinolfi;;;Latina;http://www.wikidata.org/entity/Q13410;;;Sapienza University of Rome;politician;24;12;1963
Eleni Stavrou;;;Nicosia Municipality;http://www.wikidata.org/entity/Q56037497;;phd,university;National and Kapodistrian University of Athens,King's College London,Bar-Ilan University;politician;04;07;1975
Lara Wolters;;;Amsterdam;http://www.wikidata.org/entity/Q727;;;College of Europe,University College London,Institut d'études politiques de Strasbourg;politician;12;04;1986
Richard Corbett;;;Southport;http://www.wikidata.org/entity/Q868647;;phd;University of Hull,Trinity College, Oxford;non-fiction writer,politician;06;01;1955
Bernd Lange;;;Oldenburg;http://www.wikidata.org/entity/Q2936;;;University of Göttingen;trade unionist,screenwriter,politician;14;11;1955
Guy Lavocat;;;Pondicherry;http://www.wikidata.org/entity/Q639421;;;;consultant,politician;14;02;1963
Vlad Marius Botoș;;;Arad;http://www.wikidata.org/entity/Q173591;;;Vasile Goldiș Western University of Arad;manager,politician;15;06;1986
Emmanouíl Fragkos;;;Chios;http://www.wikidata.org/entity/Q748832;;;;politician;27;06;1993
Atidzhe Alieva-Veli;;;Devin;http://www.wikidata.org/entity/Q405341;;;Sofia University,University of National and World Economy;politician;18;09;1981
Alexandra Phillips;;;Gloucester;http://www.wikidata.org/entity/Q170497;;;Durham University,High School for Girls,Cardiff University;banker,politician;26;12;1983
Giuliano Pisapia;Gian Domenico Pisapia;;Milan;http://www.wikidata.org/entity/Q490;Gian Domenico Pisapia;;University of Milan;writer,lawyer,politician;20;05;1949
Luis Garicano;;;Valladolid;http://www.wikidata.org/entity/Q8356;Tomás Garicano Goñi;phd;University of Chicago,College of Europe,University of Valladolid;researcher,teacher,politician;01;01;1967
Isabel Carvalhais;;;Negage;http://www.wikidata.org/entity/Q748830;;;University of Warwick;politician;28;02;1973
Manolis Kefalogiannis;;;Heraklion;http://www.wikidata.org/entity/Q160544;;;National and Kapodistrian University of Athens,London School of Economics and Political Science,University of Reading;politician;25;05;1959
Martin Daubney;;;Gedling;http://www.wikidata.org/entity/Q15221505;;;University of Manchester,Carlton le Willows Academy;politician;22;06;1970
Mick Wallace;;;Wexford;http://www.wikidata.org/entity/Q209126;;;University College Dublin;athlete,activist,politician;09;11;1955
Martin Horwood;;;Cheltenham;http://www.wikidata.org/entity/Q206988;;;Cheltenham College,The Queen's College;politician;12;10;1962
Molly Scott Cato;;;Stroud;http://www.wikidata.org/entity/Q281749;;;Royal High School, Bath,University of Oxford,Aberystwyth University;media,researcher,politician;21;05;1963
Naomi Long;;;Belfast;http://www.wikidata.org/entity/Q10686;;;Bloomfield Collegiate School,Queen's University Belfast;engineer,politician;13;12;1971
Neena Gill;;;Ludhiana;http://www.wikidata.org/entity/Q200123;;;Liverpool John Moores University;politician;24;12;1956
Benoît Lutgen;Guy Lutgen;;Bastogne;http://www.wikidata.org/entity/Q34021;Guy Lutgen;;;politician;10;03;1970
Carlos Coelho;;;Lisbon;http://www.wikidata.org/entity/Q597;;;;politician;20;05;1960
Ska Keller;;;Guben;http://www.wikidata.org/entity/Q494747;;;Free University Berlin;activist,politician;22;11;1981
Klára Dobrev;;Piroska Apró;Sofia;http://www.wikidata.org/entity/Q472;Piroska Apró,Antal Apró;;Eötvös József Gimnázium,Eötvös Loránd University,ELTE Faculty of Law,Corvinus University of Budapest;researcher,lawyer,politician;02;02;1972
Constanze Angela Krehl;;;Stuttgart;http://www.wikidata.org/entity/Q1022;;;TU Dresden;politician;14;10;1956
Pirkko Ruohonen-Lerner;;;Hyvinkää;http://www.wikidata.org/entity/Q207753;;;University of Helsinki;media,politician;06;02;1957
Kinga Gál;;;Cluj-Napoca;http://www.wikidata.org/entity/Q100188;;phd;Eötvös Loránd University;lawyer,politician;06;09;1970
Vasile Blaga;;;Petrileni;http://www.wikidata.org/entity/Q654805;;;Politehnica University of Timișoara;official,politician;26;07;1956
Paolo De Castro;;;San Pietro Vernotico;http://www.wikidata.org/entity/Q51877;;;University of Bologna;researcher,politician;02;02;1958
József Szájer;;;Sopron;http://www.wikidata.org/entity/Q168648;;;Balliol College,Eötvös Loránd University,Széchenyi István Gimnázium;lawyer,politician;07;09;1961
Roberta Metsola;;;St. Julian's;http://www.wikidata.org/entity/Q669979;;;University of Malta,St Aloysius' College;lawyer,politician;18;01;1979
Rupert Lowe;;;Oxford;http://www.wikidata.org/entity/Q34217;;;Radley College,University of Reading;politician;31;10;1957
Christian Ehler;;;Munich;http://www.wikidata.org/entity/Q1726;;;Humboldt University of Berlin;politician;17;08;1963
Evelyne Gebhardt;;;Montreuil;http://www.wikidata.org/entity/Q193370;;;Paris Diderot University,University of Tübingen,University of Stuttgart,University of Paris;translator,politician;19;01;1954
Angelika Niebler;;;Munich;http://www.wikidata.org/entity/Q1726;;phd;University of Geneva,Q1751503,Ludwig Maximilian University of Munich;lawyer,politician;18;02;1963
Ismail Ertug;;;Amberg;http://www.wikidata.org/entity/Q7042;;;;politician;05;12;1975
Attila Ara-Kovács;;;Oradea;http://www.wikidata.org/entity/Q93358;;;Babeș-Bolyai University;media,politician;14;01;1953
Daniel Caspary;;;Karlsruhe;http://www.wikidata.org/entity/Q1040;;;Karlsruhe Institute of Technology;politician;04;04;1976
Andreas Schwab;;;Rottweil;http://www.wikidata.org/entity/Q82960;;;;lawyer,politician;09;04;1973
Markus Pieper;;;Hamelin;http://www.wikidata.org/entity/Q4062;;phd;Leibniz University Hannover,University of Göttingen;researcher,politician;15;05;1963
Monika Hohlmeier;Franz Josef Strauß;Marianne Strauß;Munich;http://www.wikidata.org/entity/Q1726;Franz Josef Strauß,Marianne Strauß;;Dante-Gymnasium Munich,FernUniversität in Hagen;politician;02;07;1962
Włodzimierz Karpiński;;;Puławy;http://www.wikidata.org/entity/Q320007;;;University of Warsaw,Warsaw University of Technology,Q9296584;politician;16;11;1961
Bas Eickhout;;;Groesbeek;http://www.wikidata.org/entity/Q146984;;;Radboud University Nijmegen;researcher,politician;08;10;1976
Marcos Ros Sempere;;;Murcia;http://www.wikidata.org/entity/Q12225;;;Complutense University of Madrid,Technical University of Madrid;politician;24;03;1974
Adrián Vázquez Lázara;Armando Vázquez Crespo;;Madrid;http://www.wikidata.org/entity/Q2807;Armando Vázquez Crespo;;Complutense University of Madrid,Lindenwood University,University of Warwick;politician;05;05;1982
Sven Giegold;;;Las Palmas de Gran Canaria;http://www.wikidata.org/entity/Q11974;;;University of Birmingham,Herschelschule;researcher,politician;17;11;1969
Bart Groothuis;;;Reutum;http://www.wikidata.org/entity/Q744005;;;Radboud University Nijmegen;politician;01;01;1981
Bettina Vollath;;;Graz;http://www.wikidata.org/entity/Q13298;;;University of Graz,Vienna University of Economics and Business;politician;29;10;1962
Othmar Karas;;;Ybbs an der Donau;http://www.wikidata.org/entity/Q278447;;;University of Vienna,University of St. Gallen;politician;24;12;1957
Michael Gahler;;;Frankfurt;http://www.wikidata.org/entity/Q1794;;;Friedrich-Dessauer-Gymnasium, Frankfurt;lawyer,politician;22;04;1960
Rainer Wieland;;;Stuttgart;http://www.wikidata.org/entity/Q1022;;;University of Paris;lawyer,politician;19;02;1957
Peter Liese;;;Olsberg;http://www.wikidata.org/entity/Q10921;;phd;University of Bonn;politician,doctor;20;05;1965
Markus Ferber;;;Augsburg;http://www.wikidata.org/entity/Q2749;;;Technical University of Munich;engineer,politician;15;01;1965
Bill Newton Dunn;;;Greywell;http://www.wikidata.org/entity/Q4652387;;;Gonville and Caius College,Marlborough College;politician;03;10;1941
Chris MacManus;Seán MacManus;;Cork;http://www.wikidata.org/entity/Q36647;Seán MacManus;;Summerhill College;politician;13;03;1970
Martin Sonneborn;Engelbert Sonneborn;;Göttingen;http://www.wikidata.org/entity/Q3033;Engelbert Sonneborn;;;media,writer,politician;15;05;1965
Evelyn Regner;;;Vienna;http://www.wikidata.org/entity/Q1741;;;University of Salzburg;politician;24;01;1966
Peter Jahr;;;Burgstädt;http://www.wikidata.org/entity/Q71095;;;Leipzig University;politician;24;04;1959
Manfred Weber;;;Niederhatzkofen;http://www.wikidata.org/entity/Q28047903;;;Munich University of Applied Sciences;politician;14;07;1972
Harald Vilimsky;;;Vienna;http://www.wikidata.org/entity/Q1741;;;University of Vienna;media,politician;22;07;1966
Maite Pagazaurtundúa;;;Hernani;http://www.wikidata.org/entity/Q1441329;;;University of Deusto;writer,politician;11;02;1965
Brian Monteith;;;Edinburgh;http://www.wikidata.org/entity/Q23436;;;Portobello High School,Heriot-Watt University;politician;08;01;1958
Adam Jarubas;;;Busko-Zdrój;http://www.wikidata.org/entity/Q256782;;;Jan Kochanowski University,Q9296668;politician;17;12;1974
Andrzej Halicki;;;Warsaw;http://www.wikidata.org/entity/Q270;;;SGH Warsaw School of Economics;politician;26;11;1961
